ShipmentID,Origin,Destination,WeightKG,DistanceKM,DeliveryStatus,ShipmentDate,DeliveryDate,Carrier,CostUSD,ServiceType,Priority
fceb0add-88f5-4f06-9078-2c34517e6ecc,Lake Robert,Jefferyburgh,420.77,1112.2,Cancelled,2024-09-30,,Starlinks Express,12671.99,Overnight,High
66be1b52-e5b4-4073-861f-e5d670cd3929,New Katelyn,North Jenniferburgh,778.46,14024.7,Cancelled,2025-03-01,,FedEx,192774.78,Overnight,Low
e8d1ac16-d90d-46a9-9f90-f3c5333a9357,West Daniel,South Ann,93.41,1548.7,Cancelled,2025-06-28,,UPS,4300.41,Overnight,Low
94371677-a738-43cb-8367-8cb8fd8ee129,Port Markburgh,West Lauren,916.75,708.4,Delivered,2025-01-21,2025-01-21,Starlinks Express,28261.79,Express,High
ef5e0175-24a3-4c48-8d98-09657eb4daf3,Lake Christopher,Stephaniebury,513.33,1450.0,Delivered,2024-08-30,2024-08-30,DHL,35897.73,Standard,Medium
aee4670f-75ce-4520-a848-45b4fe603746,West Melanie,New Debra,932.11,7103.1,Delivered,2024-12-21,2024-12-21,Starlinks Express,82635.78,Express,High
b2b8e061-2a15-4688-a598-0d39576d4655,Westside,North Andrew,749.96,13850.2,In Transit,2025-03-24,,Starlinks Express,348996.88,Overnight,Low
f089ca90-d6d8-4f6d-b584-aafe60732740,South April,East Richardmouth,179.88,10748.3,Delivered,2025-02-05,2025-02-05,DHL,35610.68,Same Day,Medium
09c4781b-80e1-434b-afea-10fb38d6afa0,Port Kathleen,East Karenside,445.28,9921.5,In Transit,2025-05-11,,FedEx,90410.29,Express,High
92cd58a5-0818-4a97-9d48-6d5feeaa3314,Port Cindy,Ramirezton,184.64,11585.1,In Transit,2024-08-29,,UPS,34648.9,Overnight,Medium
464225a7-77ae-4975-889f-574eff25731c,New Charlesland,East Paulaside,427.5,8211.5,Delivered,2024-07-25,2024-07-25,Royal Mail,134384.9,Standard,Low
5dbc5874-1eed-4989-b567-a3e3d6180385,West Sierramouth,North Diane,134.83,7845.0,Delayed,2025-02-10,,UPS,17611.16,Express,Medium
2c15f9ee-af53-4d1c-ac11-bfc865f592c6,Martinmouth,Keithchester,393.45,3440.3,Cancelled,2025-03-19,,UPS,51370.39,Standard,High
14704591-6872-481f-af48-3779efbe1d30,West Devin,Alexandermouth,335.73,6412.6,Delivered,2024-07-16,2024-07-16,Royal Mail,67171.34,Express,Low
0117b7ef-9b74-4d83-bf9a-c9c674b43014,South Samantha,South Gregory,552.52,1050.4,In Transit,2024-07-20,,UPS,26238.87,Express,Low
04fcb37b-a511-4aca-ad61-286bdf16ec34,Arthurborough,Elizabethstad,847.49,1066.5,Delayed,2025-05-07,,UPS,42487.0,Overnight,High
8fa545cc-0a30-4a64-9978-fdcfb0c25685,South Debbie,North Derek,484.33,659.9,In Transit,2024-07-28,,DHL,15316.81,Same Day,Medium
abd9c662-f1e6-4b2f-90bd-11e04050bfba,North Kimberlyborough,Ayalashire,740.88,2285.5,Delivered,2025-02-05,2025-02-05,FedEx,17754.03,Same Day,Medium
3952f479-866f-4fa3-9e5c-bf1438e404b5,Danielfort,Clarkeberg,195.16,7453.8,Cancelled,2024-08-11,,UPS,48975.3,Standard,High
ccc83fe0-c826-4d72-81d0-9e2920a28870,Michaelachester,East Andrewstad,379.16,724.8,Delayed,2025-06-21,,Starlinks Express,4810.9,Same Day,High
b8907c77-82c6-46b6-ab1d-3b8948e3dfa3,Pamelabury,Randallborough,942.31,9177.3,Cancelled,2025-07-02,,FedEx,354999.53,Same Day,Medium
1e8340ad-f878-409a-9920-7e7822c70635,East Brittany,Lake Deborah,456.44,9747.7,Delivered,2024-09-11,2024-09-11,Starlinks Express,158359.53,Overnight,Low
974fcbd2-3713-4fab-a2ff-c133c3c0f4dd,New Justin,Lake Patricia,247.2,10199.1,Delivered,2024-08-24,2024-08-24,UPS,89439.12,Overnight,Low
267e7a99-8f71-469e-958d-79975b0a1888,Angelaborough,New Stacy,55.1,691.5,Delivered,2024-07-24,2024-07-24,Starlinks Express,469.49,Overnight,High
108ad574-71b7-4ece-bd14-b442af491b38,East Teresahaven,New Hannahville,58.75,7350.9,Cancelled,2024-10-14,,Royal Mail,14033.53,Overnight,Medium
e3c9f9c2-7780-4a0d-9270-488fd23bf45e,Luismouth,New Christineville,439.22,9798.6,Delayed,2025-01-07,,Royal Mail,47110.87,Standard,Low
b7af7367-289f-4899-aea0-b361baa1463e,Nelsonside,Underwoodburgh,796.87,10284.5,In Transit,2024-11-14,,UPS,347086.78,Overnight,Low
bb7bff25-0ba5-4112-96f8-ba4727668ceb,West Mario,Tamarabury,906.67,5612.8,Delayed,2025-06-03,,UPS,106439.22,Same Day,High
84ecdb89-7f71-4e23-ba0d-a8531cc20acb,South Trevor,South Davidfurt,452.55,7995.4,Cancelled,2024-09-05,,UPS,92966.21,Standard,High
615fd051-ce7f-4c90-a74d-a44bfe4f512b,Smithstad,Port Ryanfort,945.89,757.6,In Transit,2025-03-29,,FedEx,34619.61,Overnight,Low
fad5ac88-1bf6-4d40-a839-d00b96853730,Jeremiahview,Lake Christyport,520.72,6380.5,In Transit,2024-07-27,,Royal Mail,141507.72,Overnight,Low
3d31d6cf-11b1-4eae-9dfb-7b83a042f2f7,West Jorgeland,Higginsfort,951.92,14186.0,Delivered,2024-10-17,2024-10-17,Starlinks Express,652039.2,Standard,Medium
97902198-2815-4ddc-b83b-71590826df43,Lake Daniel,Port Lindsaystad,836.62,4268.0,Cancelled,2024-11-24,,FedEx,72896.55,Standard,Medium
f09bffb0-605d-44da-b086-4ccf139ee359,West Michaelside,Bartlettfurt,945.41,4440.8,Delivered,2025-06-14,2025-06-14,Starlinks Express,205644.64,Standard,High
1a20af7f-1b39-41ee-b0db-18c15e6f57dc,Porterside,New Roberthaven,430.85,9700.0,Cancelled,2025-01-27,,UPS,179471.14,Express,High
ef32aab2-0e97-4a71-a2f6-a490829ca173,Carolinehaven,Lake Rebeccabury,268.46,12919.7,Delivered,2024-09-08,2024-09-08,DHL,66396.33,Standard,Medium
1ddb1a8b-07d4-4687-8a14-0307fbfd482e,Port Sherriborough,East Michaelfort,76.1,2518.5,Delivered,2025-01-10,2025-01-10,Royal Mail,4275.61,Overnight,High
6808501c-012c-4955-92f6-a47d42757e92,Catherinefurt,West Sarahborough,991.43,10194.5,Delivered,2025-02-14,2025-02-14,UPS,104355.35,Overnight,Low
73978583-37e3-4899-9a35-b698d4247aac,Mariaside,Carrollmouth,363.95,8249.5,Delayed,2025-07-01,,Starlinks Express,69256.18,Express,High
5d452f2c-0d23-4740-bf52-3551a150d543,Williamsshire,Steinfurt,841.33,8312.5,In Transit,2024-11-10,,UPS,126589.93,Express,High
122b8465-c51e-43c3-8e86-4bfdd2cff8db,New Wanda,East Desireeside,489.98,3194.0,Delivered,2025-01-16,2025-01-16,Royal Mail,37557.39,Standard,Medium
a293b7fb-2652-44eb-be72-94450a0fa1de,Lake Kevinside,South Gregory,343.93,14659.0,Delayed,2024-12-27,,UPS,130050.64,Standard,Medium
7e1d5514-9350-46d0-b9ee-629477e1d2e0,New Ronaldville,Port Danielton,596.37,12092.9,In Transit,2025-07-01,,UPS,337223.8,Standard,High
dd5df221-1f21-4fc3-ad99-e341f4a88dd8,Gouldport,Mooretown,601.21,9609.0,In Transit,2025-05-07,,Starlinks Express,202412.03,Express,Low
299a2af5-7554-4389-902c-5c544026e859,Benjaminburgh,New Brookeville,761.25,12908.2,In Transit,2024-08-05,,DHL,272363.78,Overnight,High
adb053d2-a9df-473f-a214-1bf5ca51e799,Lake Nicholas,Justinfurt,613.3,2890.0,Delivered,2025-03-03,2025-03-03,UPS,29286.13,Express,Medium
83d20125-7e7d-470c-a1df-093fe37d6190,Morganview,South Scottside,878.7,7347.1,In Transit,2025-03-03,,Royal Mail,208855.02,Overnight,High
fbe97c6e-217d-4d4b-ae1a-3c28fc5f09d0,Port Annport,South Davidburgh,729.34,7929.4,Delivered,2024-10-19,2024-10-19,UPS,111078.18,Overnight,High
635a2766-72d1-472a-947e-3f8970aace19,Lake Dannyborough,East Susanville,229.96,1293.1,In Transit,2025-03-24,,DHL,11903.02,Same Day,High
cc97d123-2f19-4f4e-ad8c-4df019e8571e,Patrickview,West Andrew,803.96,5757.7,Cancelled,2025-04-01,,Royal Mail,89899.87,Express,Medium
d3b22a88-9ac8-4882-9175-352b783818d9,North Candiceburgh,Sanchezville,378.39,8709.2,Cancelled,2024-08-07,,DHL,68513.59,Express,Medium
7171d240-6a46-430c-a39b-8bb3edad5cfd,Jessicamouth,Cynthiashire,808.46,5727.3,Delayed,2025-04-02,,DHL,187389.52,Overnight,Low
12b26cb8-d583-4004-bbd1-b387d418d8ab,North Natasha,Lake Sheena,634.16,9634.4,Delayed,2024-11-13,,Starlinks Express,85475.23,Overnight,High
27963c36-5657-43d5-9ae0-09f9e18a50c9,Wesleyport,Lisabury,381.69,12658.7,Delivered,2025-04-05,2025-04-05,UPS,82890.62,Standard,High
000e3107-4e75-4230-ac8c-2446adaca8c4,Lake Barry,Gavinmouth,588.96,58.9,Cancelled,2024-12-21,,UPS,1482.29,Standard,High
2eb49829-bc59-48ad-8a7e-46ef042bd075,Port Carrie,Annamouth,316.64,8237.3,In Transit,2025-04-29,,UPS,65674.53,Standard,High
f553ecf3-e63d-4fb6-8fe0-7c9f993ae4de,Lake Wendyhaven,North Coreyland,473.57,10253.7,Cancelled,2025-02-22,,DHL,71136.66,Overnight,Low
a9f6ea08-add3-4817-8ddb-31c1934793a7,New Amytown,Alyssastad,327.31,644.2,Delivered,2025-06-14,2025-06-14,Starlinks Express,5661.95,Same Day,Medium
d3db14c7-0b16-44db-abbc-509dc50022b5,Jessicaport,New John,87.22,13311.8,Delayed,2024-08-03,,FedEx,40084.83,Overnight,Low
63513ee7-6375-49c3-9692-2045d6338325,North Amy,Lake Joshuastad,193.29,14452.8,Delivered,2024-07-17,2024-07-17,DHL,83345.55,Express,Low
85e7e7e5-a23a-4bc6-a34e-2afeceef3857,West Melissa,East Susan,266.5,5298.3,Delivered,2024-12-09,2024-12-09,Royal Mail,45755.74,Express,Medium
28f87ef2-791e-43ce-bbbc-af43b92ec00b,West Codyhaven,Coleport,92.54,4296.1,In Transit,2024-07-20,,DHL,7733.46,Standard,Low
68e45c32-7b67-411c-b032-335221602024,Jenningshaven,Langview,240.3,9590.6,Delayed,2025-01-21,,Starlinks Express,101729.04,Standard,Medium
e0cd674c-3fa8-48f2-b77a-1a39a856b64c,Lake Gregorybury,West Sophia,174.83,1273.4,Cancelled,2024-08-12,,FedEx,7776.93,Same Day,Low
3b392503-7715-4731-aab2-4ceaa7f03aab,Bryanburgh,Port Evan,674.49,4470.1,Delivered,2024-07-30,2024-07-30,Royal Mail,62991.04,Standard,Low
86ad4baf-eae7-4480-9904-6055570a4e5d,Karaport,South Michael,725.6,6884.0,Delivered,2024-10-28,2024-10-28,DHL,184186.76,Express,Low
bd214ed0-5573-4a81-9f88-b16fecce18bb,Lake Alexandria,Shirleyhaven,83.17,2019.4,Delivered,2025-06-10,2025-06-10,UPS,8216.84,Same Day,Low
a4b4a8a5-c0de-46e9-9551-a1374ead7ca0,South Jamie,New Johnnyhaven,809.4,7074.1,Delivered,2025-06-29,2025-06-29,DHL,60626.9,Overnight,High
ce719f8b-f221-4174-8ba5-bd200b1e4dba,North Carlchester,Lewisside,592.62,7281.9,Cancelled,2025-02-26,,Royal Mail,57329.6,Express,High
927d90ee-636b-4862-b2c4-29da31ee6627,New Brianburgh,South Nicole,519.73,7887.3,Cancelled,2025-05-23,,Starlinks Express,47426.94,Same Day,High
7153965f-f594-4c4d-892b-5f37ad498982,Rodriguezhaven,North Kellyville,784.93,10914.3,Cancelled,2025-04-19,,DHL,398677.87,Same Day,Low
a237c7a4-2e23-4f33-a6d5-ea95e1e918a4,Coryborough,South William,752.88,6466.7,Delayed,2024-07-15,,Royal Mail,167958.86,Standard,Low
bff8c294-6e9f-4490-a0bf-8efa148642c6,Thomashaven,South Kristina,132.84,9335.7,In Transit,2024-08-18,,UPS,21030.12,Same Day,Medium
5dbbddcc-0900-4da3-b138-be91f71cd654,Carrieport,Port Mackenzie,161.46,9359.4,Delivered,2025-04-14,2025-04-14,Starlinks Express,23421.93,Standard,Medium
8ae105df-aa4e-4e81-afa1-801da353d29b,Susanburgh,New Jodyside,718.3,7172.3,Delayed,2025-03-21,,Starlinks Express,216174.68,Express,Medium
1309ebd0-9d53-4dff-838c-272228a80020,Smithside,West Brittany,335.09,9899.2,Delivered,2024-09-02,2024-09-02,DHL,124218.11,Overnight,Low
668bbc74-a276-414a-a26e-ed3c6128220a,New Anthonymouth,East Spencer,693.03,12407.0,Delayed,2025-06-26,,FedEx,211946.02,Express,Low
604af802-572e-4ce0-a257-0f62822c8f11,South Stephanieside,Port Tommouth,689.86,4864.6,Delivered,2025-05-24,2025-05-24,Starlinks Express,83747.22,Same Day,Medium
a066875d-fcce-4a05-8547-f3093c63f767,Kellyshire,New Andrewshire,881.12,9386.3,Cancelled,2024-07-25,,DHL,326910.15,Express,High
0d60a00d-20b7-4d4f-800a-6c660d2fd6a2,North Michaelville,South Ronald,875.82,12589.8,Delayed,2025-04-23,,UPS,400163.57,Express,Low
45bd5fbf-da70-4168-ab18-e6cca94879c2,West Adriennetown,Austinmouth,955.16,4767.1,Cancelled,2024-12-31,,UPS,219768.24,Same Day,Medium
6dfdfb4f-0334-4d5b-a1f5-5db5ef2210e5,Harperberg,Hancockside,220.65,1152.7,Cancelled,2024-11-13,,DHL,6533.19,Overnight,Medium
88c7945d-7958-462e-a7f4-d9cc1af11917,South Kimberly,South Regina,457.46,5393.8,Delivered,2025-05-10,2025-05-10,Royal Mail,76335.0,Same Day,Medium
c40b2133-c034-488b-9784-479388849f4f,West Kylefort,Douglasfort,594.08,5669.8,In Transit,2024-11-25,,UPS,160473.05,Standard,High
8c72018b-cef7-44a7-9e62-9575d704f943,Jillside,West David,257.97,9545.8,In Transit,2025-06-10,,FedEx,48471.87,Express,Medium
77e2bc80-f8df-409f-a2b9-6ad7838022fc,West Janetland,Brianmouth,796.71,3086.5,Delayed,2024-08-04,,Royal Mail,81711.53,Same Day,High
a3e22d63-dd5e-41ef-b31f-488fccf25830,West Ellen,West Jennifer,732.01,3070.7,Delayed,2025-06-24,,Royal Mail,103147.4,Same Day,High
1eea110c-4e16-4d4e-b9cd-a3991db5da5f,South Troy,South Michaelport,85.76,8002.2,Delayed,2025-06-02,,Starlinks Express,21712.99,Express,Medium
491018d6-b480-478f-a3ac-28fff1511fa7,Shariview,West Edwardhaven,724.74,2883.4,Delivered,2025-02-28,2025-02-28,FedEx,25242.72,Express,Low
76d4b029-bfaf-4a87-ae8c-cef38a5c507c,Josephberg,Lake Brenda,210.62,4684.3,Delivered,2024-09-24,2024-09-24,UPS,46537.72,Express,Low
24c46cdb-8178-4cca-965c-bae8a433d56e,Jeremyborough,New Lisashire,393.85,8590.8,In Transit,2025-06-27,,DHL,46853.92,Express,High
f244a47d-1fc4-415a-8ec8-355972a92f40,Wrightfurt,West Jennifer,373.53,2426.9,Cancelled,2025-02-21,,DHL,34769.96,Overnight,High
e6dba290-84a2-4fa0-a764-860c42dc7530,Vickimouth,Walkerfort,342.79,11589.1,In Transit,2025-01-23,,Royal Mail,166952.29,Overnight,High
dc4097b9-b588-45d6-991a-e0c38e503dc8,Norrisborough,Port Mark,771.64,4938.2,In Transit,2024-07-07,,UPS,138876.35,Standard,High
aea97bf4-e6e5-4667-9f94-f318045ba8f8,West Ravenhaven,West Sandra,275.84,4797.9,Cancelled,2025-03-07,,FedEx,35822.74,Express,Medium
0f633cee-2b43-4c28-b06a-ab95ad3b1d27,Michellestad,Ashleychester,595.19,4122.0,Delivered,2025-06-23,2025-06-23,FedEx,82913.17,Same Day,Medium
3b878497-4faa-4d85-a496-56e9cd3fbd14,New Natalie,Guerreroton,642.13,3180.9,Delivered,2025-01-01,2025-01-01,FedEx,83013.18,Same Day,Low
9ffe24cb-6b6d-44c1-8884-eb0ec8c4d4a8,New Jeromeville,West Natalieborough,651.89,7741.7,Delayed,2025-04-22,,DHL,201794.59,Express,Low
5ba1c858-4576-49c1-9e42-71c35e446344,South Gabrielle,West Catherine,105.72,5437.1,In Transit,2025-03-07,,DHL,25229.17,Same Day,Low
95dc4557-4d1f-4fef-bfbb-d90c461cc966,Woodfort,Kristinstad,653.24,1795.2,Delivered,2025-05-03,2025-05-03,UPS,19333.18,Overnight,Medium
4fced45b-f8c3-416b-b0d2-c340b27da91d,Michellefort,East Dwaynefurt,416.89,5661.1,Cancelled,2025-01-31,,DHL,31306.16,Express,Medium
d7eaf0de-8cbe-4166-afa4-5eb380e76d4a,Port Penny,Lake Seanchester,172.56,4698.4,Cancelled,2024-09-20,,Royal Mail,32817.23,Same Day,Low
256225df-5c03-4e4e-a607-5108634918a9,Patrickton,Aaronmouth,145.89,7375.7,Delivered,2025-06-30,2025-06-30,FedEx,22455.6,Standard,Medium
ef931225-d3fc-4aa7-a606-6a6dfd72ac66,New Sandraborough,Carolynburgh,752.94,4312.4,Delivered,2024-11-20,2024-11-20,DHL,51123.09,Express,Low
608494d3-c471-4f22-bee3-b0ebd8675957,South Nancytown,Josephburgh,73.22,11920.1,Cancelled,2025-04-06,,Royal Mail,11254.5,Standard,Medium
b35922d7-4144-4476-b676-9a198feb2c29,Rebeccashire,Guzmanberg,145.54,8447.5,Delivered,2024-12-17,2024-12-17,Royal Mail,20685.73,Overnight,Low
13f092f0-7b4d-4f0d-a938-00be8625a2f0,Rosstown,East Brianna,255.12,318.8,Delivered,2024-07-15,2024-07-15,FedEx,2492.63,Express,High
e11ee5da-a900-48ab-81ee-10ed5f7373d4,Lake Christophertown,Josephborough,440.93,5937.4,Cancelled,2025-04-28,,DHL,81569.22,Standard,Medium
061e4e8e-4027-47de-9365-45cc2433aca7,North Johnfort,South Teresashire,558.87,443.7,In Transit,2025-04-04,,FedEx,3063.29,Overnight,Low
a90e815a-5f6b-4cfe-adc0-ad004c08e986,Lake Jessica,Sarahbury,882.1,11314.6,Delayed,2025-06-01,,Starlinks Express,366944.7,Express,Medium
2151ee5e-46ca-48f7-add9-b335f5a70570,Shermanchester,Christybury,468.7,637.4,Delayed,2024-12-26,,Royal Mail,7685.92,Overnight,High
ec5c6ab0-55d5-42b9-84e3-15567f0cea7d,East Adamton,Lake William,362.12,3401.6,Delivered,2024-08-22,2024-08-22,UPS,16362.55,Same Day,Medium
7c4e9ce1-8eac-4753-9a65-58e8a37d2ef0,East Joshua,Lloydport,547.36,10746.0,In Transit,2024-11-26,,Starlinks Express,138606.74,Standard,High
362f3295-7fc6-4169-9e6b-b602baf9a1da,Hendricksborough,South Destinyfort,761.27,5364.8,Delivered,2024-12-01,2024-12-01,UPS,67768.62,Express,Low
d2263bd9-dcca-46d2-b11c-52705644aeb8,Lake Alyssa,Port Danielton,668.69,6510.5,Delayed,2024-07-05,,Starlinks Express,65316.42,Express,Low
30d07983-2052-4e19-a5e5-40a486de366b,Rebekahport,Scottton,154.49,12339.5,In Transit,2025-05-21,,DHL,63265.73,Same Day,High
c7c805f1-277f-4dd0-a0a0-8a9c394d7ef5,Port Briannaborough,Valerieville,738.65,8366.0,Cancelled,2025-06-02,,FedEx,77003.93,Same Day,High
b56c5b59-1861-4706-adb8-178af66ac2cd,Douglasland,New Markmouth,427.91,2751.2,Delayed,2025-01-20,,Royal Mail,45915.42,Overnight,Medium
577bd02e-714c-478c-a53f-694b70c1a915,East Samanthabury,East Joe,451.01,12245.9,Delayed,2024-10-26,,Royal Mail,78760.46,Standard,High
fc18c789-c4c5-408a-a4f7-40a0f38a3687,North Thomasport,Barryburgh,328.17,11995.4,Delivered,2024-11-07,2024-11-07,FedEx,102529.97,Standard,Medium
7e69b5cb-a3d0-43ff-ae62-bbeab7091686,Tonyaborough,Andreatown,165.49,3369.4,Delivered,2025-03-07,2025-03-07,Starlinks Express,23352.6,Same Day,Low
e59da4ea-613f-49cd-9bf0-25d75920e489,Lake Anthony,Kennethville,847.59,7990.6,Delayed,2024-08-14,,Royal Mail,233803.45,Standard,Medium
d65b6e74-93fa-4f27-8c74-6ecb48df58d8,West Sheryl,New William,480.91,12348.9,Cancelled,2025-03-29,,UPS,192040.88,Express,Medium
03d44745-4e11-46bc-a124-903870d5e45c,North Michaelton,Katieborough,313.87,7115.7,Delayed,2024-12-17,,UPS,63461.92,Standard,Medium
8fb62aa3-5f19-4ad6-92e0-874c7197f89f,Webbberg,Jodiborough,102.83,9367.5,Cancelled,2024-09-12,,DHL,25779.41,Overnight,Low
13d340ec-d8a4-421f-be15-7c0cf98640aa,Marcusmouth,Wilkinsonmouth,963.32,11029.0,In Transit,2024-10-13,,Royal Mail,349483.04,Standard,Medium
d400b9b1-f63f-4893-bd94-8c9c78fbc6d1,Murrayview,Lake Mistyburgh,670.86,1987.2,Delivered,2025-02-13,2025-02-13,DHL,62551.99,Same Day,Low
d2bd70b7-30fa-4bfc-b850-daaec4f52482,Port Raymond,West Mary,978.03,11320.2,In Transit,2025-03-01,,FedEx,490399.23,Standard,Low
34bb2249-d411-4ddf-93ce-dd104633fbd0,Robertview,New Louis,289.25,3456.4,Cancelled,2025-05-17,,Royal Mail,24648.86,Express,Medium
92310895-9533-4df6-967a-0e647bb042ab,West Todd,Garrettfurt,652.1,3469.8,In Transit,2024-12-15,,Starlinks Express,72239.69,Same Day,High
b2b8a4b8-f5d0-463b-9f3b-ff901e4b62dd,New Richard,North Matthewtown,193.61,11439.2,Cancelled,2024-08-26,,DHL,99266.0,Overnight,Medium
0c91a1e0-4332-4a6a-97de-99a698b1942e,Karafurt,Mcneilview,460.68,14846.3,Cancelled,2024-09-06,,Starlinks Express,329706.92,Same Day,High
1b96e871-0533-4a4b-bc27-f91259405b47,Edwardstown,Wellston,688.79,2108.8,Cancelled,2024-10-05,,UPS,29911.83,Same Day,High
d5b635ad-3c57-4dd5-9740-14a0cf4fe521,Maymouth,Marieside,791.72,1684.2,Cancelled,2025-03-05,,Royal Mail,24834.27,Standard,Low
69316b35-c2de-4e32-8bf7-68c06cfb61b8,New Leslieberg,Holdenshire,330.49,4454.5,Delivered,2025-05-31,2025-05-31,Royal Mail,54329.25,Standard,Medium
7e46fab8-039a-4d03-8409-aa07f045d2cf,Keithville,East Donnaside,825.24,9317.3,Cancelled,2024-11-27,,Starlinks Express,175038.85,Express,High
72da9298-4887-4d23-ba7c-630242eee035,Heatherview,South Brettside,36.04,2626.4,In Transit,2024-09-16,,Royal Mail,3342.8,Express,High
4e5b08de-3f9a-4e5d-b060-62a7ca89f852,Cynthiafort,Georgeside,290.44,8706.6,Delivered,2024-08-25,2024-08-25,DHL,62858.06,Overnight,High
1b163d67-9b4f-40c4-808e-fbf57377a369,East Tannershire,Brettstad,954.58,10012.4,Delivered,2025-01-22,2025-01-22,FedEx,167798.22,Overnight,Low
ef920e01-f0fe-4d54-afd0-92a9c7fc3be1,East Ashleystad,Port Sherry,638.89,3216.1,Delayed,2025-02-26,,FedEx,90186.14,Same Day,High
7d7eaa4b-e419-4cce-b05f-280d12ad128a,North Amber,Halefort,98.04,11416.0,Delivered,2024-10-23,2024-10-23,Royal Mail,19998.9,Same Day,Medium
81d172f6-bdd0-4789-adad-9fe67162ce0c,Alisonport,South Jimmyshire,867.73,3868.9,Delivered,2024-09-08,2024-09-08,FedEx,86631.84,Standard,Medium
cbdb3e8d-947f-4835-9977-d86a16d943af,New Matthewberg,South Stevenshire,542.98,12087.5,Cancelled,2025-01-14,,Royal Mail,179236.87,Express,High
470ce929-be6d-4476-a618-5796b0f07755,Lake Shannonhaven,New Angela,900.65,3750.6,Delivered,2025-03-02,2025-03-02,DHL,53608.23,Standard,Medium
80d0fc1d-c355-44a2-98f3-4ffe85b4e307,Spencehaven,East Williamstad,782.01,9656.2,Delivered,2024-11-28,2024-11-28,Starlinks Express,166924.26,Same Day,Medium
3bb1313c-3dcc-4545-b51c-5ea59655bc87,Jenniferburgh,Dominicmouth,151.65,8413.3,Delayed,2024-09-22,,DHL,44219.04,Express,High
d5f63328-108f-458a-b647-69106d252024,Christinaport,North Kristen,637.87,5403.9,Cancelled,2024-11-14,,FedEx,38850.85,Standard,Medium
